Name,Type,min_power,max_power,min_frequency,max_frequency,Link
Автоакустика Урал Классик АС-К1347,коаксиальная АС,120 Вт,None,68 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_Klassik_AS_K1347-4714190.html
Автоакустика EDGE EDBX4-E1,коаксиальная АС,60 Вт,120 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBX4_E1-4716831.html
Автоакустика Sony XS-XB6951,коаксиальная АС,100 Вт,650 Вт,35 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/sony/Sony_XS_XB6951-4716836.html
Автоакустика Aura Venom-65,широкополосная АС,141 Вт,241 Вт,160 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Venom_65-4718378.html
Автоакустика EDGE EDBXPRO6W-E0,коаксиальная АС,150 Вт,300 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBXPRO6W_E0-4719875.html
Автоакустика Swat MAS--10SB,сабвуфер,300 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_MAS__10SB-4719878.html
Автоакустика Best Balance D65,коаксиальная АС,50 Вт,120 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/bestbalance/Best_Balance_D65-4724475.html
Автоакустика Best Balance F65,коаксиальная АС,40 Вт,160 Вт,30 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/bestbalance/Best_Balance_F65-4730320.html
Автоакустика Best Balance F69,коаксиальная АС,50 Вт,80 Вт,20 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/bestbalance/Best_Balance_F69-4730321.html
Автоакустика Mystery MBB-208A,сабвуфер,100 Вт,200 Вт,20 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MBB_208A-4736602.html
Автоакустика Infinity Basslink Mini,сабвуфер,100 Вт,200 Вт,30 Гц,150 Гц,https://auto.1k.by/digital-caracoustics/infinity/Infinity_Basslink_Mini-4755295.html
Автоакустика Aura Fireball-10.D2,сабвуфер,351 Вт,701 Вт,30 Гц,400 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_10D2-4782114.html
Автоакустика ACV PB462G,коаксиальная АС,65 Вт,195 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PB462G-4809397.html
Автоакустика ACV PB572G,коаксиальная АС,75 Вт,225 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PB572G-4809398.html
Автоакустика Aura VENOM-CL6X,коаксиальная АС,71 Вт,121 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_VENOM_CL6X-4817521.html
Автоакустика Swat SP-H69v2,широкополосная АС,70 Вт,280 Вт,60 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_H69v2-4849881.html
Автоакустика EDGE EDBX12ADSP-E3,сабвуфер,400 Вт,1 200 Вт,25 Гц,250 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBX12ADSP_E3-4857324.html
Автоакустика EDGE EDSPRO8N-E0,среднечастотная АС,160 Вт,320 Вт,100 Гц,10 500 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDSPRO8N_E0-4857325.html
Автоакустика Ground Zero GZIF 69,коаксиальная АС,120 Вт,180 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZIF_69-4897327.html
Автоакустика ACV DR4 Drall,широкополосная АС,40 Вт,100 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_DR4_Drall-4910048.html
Автоакустика ACV DR6 Drall,широкополосная АС,70 Вт,210 Вт,70 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_DR6_Drall-4910224.html
Автоакустика ACV DR8 Drall,широкополосная АС,100 Вт,300 Вт,70 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_DR8_Drall-4910226.html
Автоакустика ACV S68A,сабвуфер,140 Вт,420 Вт,32 Гц,400 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_S68A-4910227.html
Автоакустика Aura Fireball-i102,коаксиальная АС,121 Вт,251 Вт,35 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_i102-4939737.html
Автоакустика Aura Fireball-i692,коаксиальная АС,91 Вт,201 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_i692-4939739.html
Автоакустика Ground Zero GZTT 20S,твитер,40 Вт,70 Вт,3 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZTT_20S-4943909.html
Автоакустика Ground Zero GZFC 165.2,компонентная АС,100 Вт,150 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZFC_1652-4945563.html
Автоакустика Ground Zero GZFF 6.5,коаксиальная АС,80 Вт,120 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZFF_65-4945565.html
Автоакустика KICX Sound Civilization Q250BPA,сабвуфер,300 Вт,600 Вт,20 Гц,400 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_Sound_Civilization_Q250BPA-4948856.html
Автоакустика BLAM OM160 EC,коаксиальная АС,60 Вт,120 Вт,70 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_OM160_EC-4956445.html
Автоакустика Deaf Bonce Apocalypse AP-M80SQL,среднечастотная АС,150 Вт,300 Вт,80 Гц,14 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Apocalypse_AP_M80SQL-4960691.html
Автоакустика BLAM R12,сабвуфер,250 Вт,500 Вт,30 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_R12-4960699.html
Автоакустика Kenwood KFC-S1656,широкополосная АС,30 Вт,330 Вт,40 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/Kenwood_KFC_S1656-4965306.html
Автоакустика Prology RX-165 Kraken,коаксиальная АС,95 Вт,160 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_RX_165_Kraken-4968392.html
Автоакустика Aura Fireball-i82,коаксиальная АС,101 Вт,221 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_i82-4977994.html
Автоакустика Урал ОГ-165,широкополосная АС,80 Вт,160 Вт,100 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_OG_165-4986728.html
Автоакустика Урал АС-А25ВЧ Авангард,твитер,50 Вт,100 Вт,1 600 Гц,21 500 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_A25VCH_Avangard-4988082.html
Автоакустика KICX Sound Civilization QM 70.3,среднечастотная АС,25 Вт,50 Вт,102 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_Sound_Civilization_QM_703-5013949.html
Автоакустика DL Audio Gryphon Pro 69 SE,среднечастотная АС,140 Вт,None,75 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Pro_69_SE-5013954.html
Автоакустика DL Audio Gryphon Lite 57v3,среднечастотная АС,70 Вт,None,70 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_57v3-5014374.html
Автоакустика DL Audio Gryphon Lite 200v3,среднечастотная АС,80 Вт,None,60 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_200v3-5014375.html
Автоакустика DL Audio Gryphon Lite 130 V.3,среднечастотная АС,60 Вт,None,65 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_130_V3-5014377.html
Автоакустика Aura Fireball-10.2i,сабвуфер,301 Вт,601 Вт,40 Гц,400 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_102i-5014813.html
Автоакустика DL Audio Gryphon Lite 12 v.3,сабвуфер,400 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_12_v3-5014817.html
Автоакустика DL Audio Barracuda 12A V.2 SE,сабвуфер,950 Вт,None,20 Гц,250 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_12A_V2_SE-5027207.html
Автоакустика Alphard Machete Lite 60,среднечастотная АС,80 Вт,160 Вт,90 Гц,17 000 Гц,https://auto.1k.by/digital-caracoustics/alphard/Alphard_Machete_Lite_60-5034687.html
Автоакустика Урал АС-Б1647,коаксиальная АС,140 Вт,None,62 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AS_B1647-5037186.html
Автоакустика Deaf Bonce Apocalypse DB-SA302D2,сабвуфер,2 000 Вт,4 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Apocalypse_DB_SA302D2-5039862.html
Автоакустика DL Audio Piranha 100 v2,среднечастотная АС,40 Вт,None,135 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_100_v2-5044990.html
Автоакустика KICX SA-694,коаксиальная АС,120 Вт,200 Вт,45 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_SA_694-5044995.html
Автоакустика DL Audio Phoenix Black Bass 18,сабвуфер,700 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Black_Bass_18-5052573.html
Автоакустика DL Audio Phoenix Sport 12,сабвуфер,2 500 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Sport_12-5052574.html
Автоакустика Aura Venom-HD3.1,3'',41 Вт,81 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Venom_HD31-5052577.html
Автоакустика Skylor EVO6MB,мидбас,70 Вт,280 Вт,60 Гц,4 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_EVO6MB-5054211.html
Автоакустика EDGE EDSPRO6-E3,мидбас,200 Вт,400 Вт,90 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDSPRO6_E3-5055476.html
Автоакустика VIBE audio SLICK8D2-V3,сабвуфер,450 Вт,1 350 Вт,35 Гц,1 500 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_SLICK8D2_V3-5055479.html
Автоакустика VIBE audio PULSE5-V3,коаксиальная АС,50 Вт,150 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_PULSE5_V3-5055485.html
Автоакустика VIBE audio PULSE6-V3,коаксиальная АС,60 Вт,180 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_PULSE6_V3-5055487.html
Автоакустика Aspect NLW-12d2,сабвуфер,500 Вт,100 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_NLW_12d2-5056577.html
Автоакустика Aspect NLW-10d2,сабвуфер,500 Вт,1 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_NLW_10d2-5056578.html
Автоакустика Skylor EVO6C,компонентная АС,40 Вт,160 Вт,40 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_EVO6C-5059561.html
Автоакустика EDGE EDPRO6B-E3,мидбас,150 Вт,300 Вт,160 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDPRO6B_E3-5061284.html
Автоакустика Takara AS-6C,компонентная АС,None,None,None,None,https://auto.1k.by/digital-caracoustics/takara/Takara_AS_6C-5065146.html
Автоакустика Swat SP-H4v2,широкополосная АС,40 Вт,180 Вт,110 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_H4v2-5077108.html
Автоакустика Pioneer TS-A1301C,компонентная АС,50 Вт,300 Вт,42 Гц,58 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_A1301C-5082319.html
Автоакустика EDGE EDUPRO6-E3,среднечастотная АС,400 Вт,800 Вт,110 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDUPRO6_E3-5098826.html
Автоакустика Aura Venom-CL69-MB,мидбас,101 Вт,201 Вт,40 Гц,6 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Venom_CL69_MB-5098827.html
Автоакустика JBL Club 602CTP,коаксиальная АС,70 Вт,210 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Club_602CTP-5098828.html
Автоакустика Aspect GLW-10d2 FLAT,сабвуфер,500 Вт,1 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_GLW_10d2_FLAT-5098829.html
Автоакустика DL Audio Phoenix Sport 300,сабвуфер,250 Вт,None,50 Гц,4 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Phoenix_Sport_300-5106367.html
Автоакустика DL Audio Gryphon Lite 10 V.3,сабвуфер,400 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Lite_10_V3-5106369.html
Автоакустика DL Audio Barracuda Tweeter SE,твитер,40 Вт,None,2 200 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_Tweeter_SE-5106374.html
Автоакустика DL Audio Gryphon Pro 165 Neo,среднечастотная АС,80 Вт,None,95 Гц,14 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Pro_165_Neo-5106377.html
Автоакустика BLAM W165 R2,мидбас,75 Вт,150 Вт,60 Гц,8 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_W165_R2-5106401.html
Автоакустика DL Audio Legend 15,сабвуфер,3 500 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Legend_15-5108598.html
Автоакустика EDGE EDBPRO10-E3,среднечастотная АС,200 Вт,400 Вт,70 Гц,8 500 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBPRO10_E3-5108600.html
Автоакустика AMP Pro X MR3 V3,среднечастотная АС,35 Вт,70 Вт,135 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_X_MR3_V3-5108601.html
Автоакустика Aspect WLW-12s4VB,сабвуфер,150 Вт,300 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_WLW_12s4VB-5108602.html
Автоакустика Deaf Bonce Apocalypse AP-M60SE PRO,среднечастотная АС,110 Вт,220 Вт,100 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Apocalypse_AP_M60SE_PRO-5110876.html
Автоакустика DL Audio Gryphon Pro 15 V.3,сабвуфер,600 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Pro_15_V3-5110877.html
Автоакустика Swat SP-C6.2C,компонентная АС,80 Вт,240 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_C62C-5118219.html
Автоакустика Aura Storm-8.2,коаксиальная АС,181 Вт,361 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Storm_82-5121165.html
Автоакустика Aura Storm-6.2,коаксиальная АС,61 Вт,121 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Storm_62-5121166.html
Автоакустика AMP Pro 652,коаксиальная АС,75 Вт,150 Вт,55 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_652-5121170.html
Автоакустика Prology PS-25T Poseidon,твитер,50 Вт,100 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_PS_25T_Poseidon-5126519.html
Автоакустика BLAM BM 100NS,компонентная АС,50 Вт,100 Вт,80 Гц,30 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_BM_100NS-5126521.html
Автоакустика AMP Beat 6.5 v2,компонентная АС,60 Вт,None,66 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Beat_65_v2-5127301.html
Автоакустика DL Audio Piranha TW-04,твитер,40 Вт,None,2 200 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_TW_04-5127309.html
Автоакустика AMP Pro X 6.5,компонентная АС,100 Вт,None,53 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_X_65-5127310.html
Автоакустика Swat EXE-15D1 v.3,сабвуфер,2 000 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_EXE_15D1_v3-5131943.html
Автоакустика ACV Craft BS12A,сабвуфер,350 Вт,2 000 Вт,30 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_Craft_BS12A-5147442.html
Автоакустика Oris EL-10,сабвуфер,300 Вт,600 Вт,None,None,https://auto.1k.by/digital-caracoustics/oris/Oris_EL_10-5147443.html
Автоакустика Oris EL-12,сабвуфер,300 Вт,600 Вт,None,None,https://auto.1k.by/digital-caracoustics/oris/Oris_EL_12-5147444.html
Автоакустика Alpine SXE-1325S,коаксиальная АС,35 Вт,100 Вт,55 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SXE_1325S-170946.html
Автоакустика Alpine SXE-4625S,коаксиальная АС,15 Вт,60 Вт,70 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SXE_4625S-174773.html
Автоакустика Alpine SPG-69C3,коаксиальная АС,90 Вт,350 Вт,65 Гц,19 000 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SPG_69C3-290384.html
